,head,tail,year
1784,200406,1033660,2006
1785,1102112,718903,2006
1786,40533,1163842,2006
1787,1053374,1059155,2006
1788,72911,949491,2005
1789,945489,728303,2005
1790,1082114,1263756,2006
1791,101830,1120102,2006
1792,64892,859368,2005
1793,352363,910721,2005
1794,858877,87777,2006
1795,1017156,1019376,2005
1796,1068851,1293314,2006
1797,850693,109831,2006
1798,944763,64578,2006
1799,1095315,1287503,2006
1800,62741,1015610,2006
1801,1062530,1025134,2005
1802,709355,709355,2006
1803,21665,1018710,2005
1804,310568,1114973,2006
1805,811830,945734,2006
1806,101830,1085707,2006
1807,1124610,909276,2005
1808,1022671,84278,2006
1809,203077,351721,2005
1810,878526,714980,2006
1811,797468,809428,2006
1812,770403,889930,2005
1813,59558,53347,2006
1814,37008,1175167,2005
1815,1070380,1096658,2006
1816,849399,1061646,2006
1817,30419,1284529,2006
1818,1115055,1049535,2006
1819,59440,106374,2005
1820,1156039,1184702,2005
1821,28630,772891,2006
1822,895126,1170154,2005
1823,716646,1057217,2005
1824,47217,1031107,2005
1825,777676,1006835,2006
1826,1208261,1013351,2006
1827,877931,230131,2005
1828,53669,842662,2005
1829,1031798,1035656,2005
1830,1019695,1115285,2005
1831,1001916,927133,2006
1832,906709,1039160,2005
1833,1022079,830158,2005
1834,1042810,761648,2005
1835,763901,1082337,2005
1836,1205431,1089613,2005
1837,910073,1070517,2005
1838,1173420,314203,2005
1839,768262,1051490,2005
1840,1073431,860451,2005
1841,700564,834105,2006
1842,818686,772197,2006
1843,1022079,926617,2005
1844,885721,1037975,2005
1845,702131,918066,2005
1846,1308161,1088244,2005
1847,106640,63541,2006
1848,1304994,703559,2006
1849,927653,888914,2005
1850,933974,46709,2005
1851,101830,1024149,2005
1852,1101680,76174,2005
1853,109380,1027258,2005
1854,854662,1047947,2006
1855,70858,870517,2006
1856,813762,852952,2005
1857,1071992,1074078,2006
1858,709519,1106842,2005
1859,1009356,929547,2005
1860,716646,1110009,2005
1861,78003,1052547,2005
1862,703361,874689,2005
1863,356028,1076641,2005
1864,899881,865937,2005
1865,933136,1035713,2005
1866,709519,94673,2005
1867,1056239,32258,2005
1868,1274057,1010397,2005
1869,94887,49401,2005
1870,1065088,1108482,2005
1871,37996,1111335,2005
1872,1029863,701345,2005
1873,1090727,1061859,2005
1874,1015780,1173431,2005
1875,66740,1019779,2005
1876,1060822,75042,2005
1877,709519,851560,2005
1878,30371,899652,2006
1879,1002517,1102556,2005
1880,791915,817516,2005
1881,732485,1009405,2005
1882,1053507,1072048,2005
1883,38777,106535,2005
1884,1067983,310569,2005
1885,936402,885259,2005
1886,796343,913949,2005
1887,23019,6292,2005
1888,767405,720912,2005
1889,82788,311046,2005
1890,356028,915290,2005
1891,12208,860451,2005
1892,1059324,319459,2005
1893,96289,1075656,2005
1894,93410,716039,2005
1895,1102414,1269127,2005
1896,1041403,1021810,2005
1897,733269,1095105,2005
1898,753308,821113,2005
1899,1096481,1122425,2005
1900,934868,1008946,2005
1901,891103,1054298,2005
1902,859368,109831,2005
1903,1101302,1133082,2005
1904,896841,774695,2005
1905,7789,745614,2005
1906,935703,935703,2005
1907,859598,922341,2005
1908,201653,8643,2005
1909,51143,799089,2005
1910,1091862,43362,2005
1911,916459,97886,2005
1912,777676,1094360,2005
1913,927628,47288,2005
1914,200406,1016006,2005
1915,1105519,920317,2005
1916,1127703,1075343,2005
1917,876188,1166409,2005
1918,716006,881791,2005
1919,1170650,1068887,2005
1920,1106942,896429,2005
1921,879101,37008,2005
1922,732712,723527,2006
1923,878436,1031951,2005
1924,1037949,723527,2005
1925,319201,1063527,2005
1926,732717,5907,2005
1927,58361,1068848,2005
1928,80424,41499,2005
1929,1094392,1063527,2006
1930,1168054,854271,2005
1931,1030484,1264388,2005
1932,51143,1111001,2005
1933,813762,912926,2005
1934,78003,1034842,2005
1935,731502,701319,2005
1936,92339,912738,2005
1937,751364,70453,2005
1938,1308161,1068002,2005
1939,65873,930738,2005
1940,1171825,1103313,2005
1941,799694,1020475,2005
1942,726854,1001627,2005
1943,749251,1000015,2005
1944,849547,72418,2005
1945,1109357,788784,2004
1946,2135,1020999,2005
1947,1108134,1072886,2005
1948,72207,1006264,2005
1949,900349,1044324,2005
1950,849399,1084408,2005
1951,101830,824169,2005
1952,738076,1097297,2005
1953,1236964,1050996,2005
1954,1090908,1104017,2004
1955,883241,1157624,2005
1956,711665,856072,2005
1957,1166380,906473,2005
1958,925178,905895,2005
1959,1229206,319256,2005
1960,26058,26987,2005
1961,29924,1068969,2005
1962,874016,1087414,2004
1963,921738,895385,2005
1964,1110805,853890,2005
1965,1110805,1137154,2005
1966,789944,352998,2004
1967,797871,917331,2005
1968,64978,1080709,2004
1969,16918,1012128,2004
1970,1263813,910110,2005
1971,1054833,812910,2005
1972,857351,1092807,2004
1973,814055,913275,2004
1974,356028,840824,2004
1975,103730,719582,2005
1976,723612,1173495,2004
1977,876167,1084400,2004
1978,72162,1049606,2004
1979,203077,940659,2005
1980,927628,1006614,2005
1981,814547,1086757,2004
1982,1090425,906282,2005
1983,858877,1071342,2004
1984,1279410,729502,2004
1985,1030339,910057,2004
1986,943580,1120155,2004
1987,702131,919722,2004
1988,311094,840007,2005
1989,203596,857907,2005
1990,351721,864683,2004
1991,895648,85388,2004
1992,1067983,278130,2004
1993,1074772,1044942,2005
1994,872835,1158026,2005
1995,1086195,1067797,2004
1996,1014739,883813,2005
1997,722079,66895,2004
1998,877645,883741,2004
1999,946647,1071010,2005
2000,711404,882484,2005
2001,69499,1047699,2004
2002,713676,350847,2005
2003,858339,1070794,2005
2004,1100885,1024787,2004
2005,1004155,1105192,2004
2006,354567,355356,2004
2007,70858,1016277,2004
2008,927133,1001916,2004
2009,1100954,1001279,2004
2010,1049782,1044880,2005
2011,1105705,1026816,2004
2012,1056239,28630,2004
2013,1100682,1169358,2004
2014,813828,945688,2004
2015,96879,1065351,2004
2016,91576,1088514,2004
2017,1096481,913756,2004
2018,883241,1121980,2004
2019,799166,948515,2005
2020,1063761,911215,2004
2021,1089063,1137067,2004
2022,817473,1323630,2004
2023,1006892,906551,2004
2024,1168478,1108341,2004
2025,827809,809875,2004
2026,1018871,895810,2004
2027,1034239,55698,2004
2028,854662,1132515,2004
2029,789570,725549,2005
2030,1094961,1067588,2004
2031,353230,874265,2005
2032,38079,107874,2004
2033,317771,898805,2004
2034,721371,817161,2004
2035,1058027,1008946,2004
2036,62709,1020476,2004
2037,27996,205700,2004
2038,1056421,1052958,2004
2039,883979,920521,2004
2040,1038357,353943,2004
2041,48287,48287,2004
2042,774937,1024047,2004
2043,835729,1078295,2004
2044,879437,1079880,2004
2045,7789,851207,2004
2046,731766,865084,2004
2047,803649,865439,2004
2048,1157806,14803,2004
2049,78814,23055,2004
2050,1094285,773730,2004
2051,1184702,865084,2004
2052,1141185,889005,2004
2053,1051741,1057007,2005
2054,203596,920769,2004
2055,915390,906525,2004
2056,842635,1018099,2004
2057,1068875,1085223,2004
2058,1062047,1100514,2004
2059,921878,921878,2004
2060,847555,1078717,2004
2061,763901,912465,2004
2062,861842,1001171,2004
2063,880430,824803,2004
2064,797871,1058802,2004
2065,1096325,319191,2004
2066,31462,708484,2004
2067,811830,1034650,2005
2068,91419,51410,2004
2069,351346,854093,2004
2070,1060490,1059130,2004
2071,109380,1079996,2004
2072,732485,1001915,2004
2073,874016,918578,2004
2074,716646,74691,2004
2075,883241,890394,2004
2076,1231868,849979,2004
2077,1017793,1089720,2004
2078,69970,316770,2004
2079,352510,911935,2004
2080,891456,861819,2004
2081,46129,921046,2004
2082,922358,1034379,2004
2083,1043604,1088454,2004
2084,910134,913142,2004
2085,820096,57725,2004
2086,933036,1058441,2004
2087,1255474,33325,2004
2088,1184818,46267,2004
2089,49196,746481,2006
2090,811830,1061692,2004
2091,1084755,949968,2004
2092,36032,100893,2004
2093,315709,1047125,2004
2094,797871,852618,2004
2095,1070698,109657,2004
2096,820626,793421,2004
2097,19617,1067092,2004
2098,1800,1073695,2004
2099,1139812,1042534,2004
2100,867347,1014920,2004
2101,855876,803112,2004
2102,732412,1363958,2004
2103,1073431,1036629,2004
2104,1178970,1051092,2004
2105,78003,1066745,2004
2106,832428,810029,2004
2107,700733,1104901,2004
2108,1061219,895040,2004
2109,712537,1005313,2004
2110,700863,1000235,2004
2111,789388,707606,2004
2112,1002910,49816,2004
2113,906337,942319,2004
2114,1100813,804121,2004
2115,47288,919805,2004
2116,930420,1009657,2004
2117,92230,1005501,2004
2118,945734,1042801,2004
2119,59478,1111312,2004
2120,740260,1043236,2004
2121,316709,1071620,2004
2122,1022608,1017958,2004
2123,86312,919482,2004
2124,858877,1078425,2004
2125,895810,819939,2004
2126,1068912,1199025,2004
2127,1094561,1023184,2003
2128,1054290,1092536,2003
2129,351012,806168,2004
2130,818969,914789,2004
2131,818686,807873,2004
2132,731766,805037,2004
2133,849399,925288,2004
2134,918581,1005268,2004
2135,732713,5907,2003
2136,6720,1046112,2003
2137,1022608,1134971,2004
2138,850313,819706,2004
2139,1061692,812146,2004
2140,878088,1161924,2003
2141,1052327,1043134,2004
2142,1124610,930885,2003
2143,350917,1087955,2003
2144,801337,1023640,2004
2145,810332,904020,2003
2146,865917,1028425,2004
2147,109177,918964,2003
2148,1011659,1123841,2004
2149,1110647,1090215,2004
2150,936468,32258,2003
2151,702325,885694,2003
2152,893965,1097892,2003
2153,867374,1095594,2003
2154,893670,1012956,2004
2155,355999,887403,2003
2156,711065,1094087,2003
2157,50341,790183,2004
2158,873364,833298,2004
2159,26076,31660,2003
2160,713676,831959,2003
2161,316206,790549,2004
2162,79958,93444,2003
2163,714655,921114,2003
2164,28630,1163461,2003
2165,1094561,1108782,2003
2166,37472,225261,2003
2167,1051741,1075046,2004
2168,712537,1003936,2003
2169,1042431,1093242,2003
2170,1013243,833298,2003
2171,1017526,1045597,2003
2172,874016,1037067,2003
2173,1040829,1057507,2003
2174,799089,1039276,2003
2175,732485,913610,2003
2176,31235,875738,2003
2177,1080359,1076914,2003
2178,890491,1069665,2003
2179,878079,32020,2003
2180,1001916,1077301,2003
2181,723527,1085098,2003
2182,106040,819480,2003
2183,1001113,1056294,2003
2184,1068969,1106917,2004
2185,845752,885080,2003
2186,806085,1068144,2003
2187,31235,1121786,2003
2188,873303,944809,2003
2189,891106,946924,2004
2190,12978,929428,2003
2191,1011006,1060439,2003
2192,1089504,1045956,2003
2193,1113256,26780,2003
2194,1124610,859360,2003
2195,1016177,65270,2003
2196,798949,911359,2004
2197,353944,353944,2003
2198,931336,1041255,2004
2199,910073,1020828,2003
2200,1102301,774055,2003
2201,1020476,1056673,2003
2202,875045,714655,2003
2203,935493,1014343,2003
2204,811830,808246,2004
2205,55080,1037067,2003
2206,880446,1114068,2003
2207,40533,1095901,2003
2208,777676,875570,2005
2209,895921,1091822,2003
2210,875570,798757,2003
2211,930184,1116613,2003
2212,1021010,1048740,2003
2213,772197,737717,2003
2214,854662,897941,2003
2215,318154,889057,2003
2216,806085,715957,2003
2217,96223,1195454,2003
2218,811240,842695,2003
2219,861842,351710,2003
2220,891103,1096479,2003
2221,1003022,824225,2003
2222,59255,1011657,2003
2223,1002517,1111345,2003
2224,797448,1093576,2003
2225,918581,1002132,2003
2226,880321,1116141,2003
2227,718573,715073,2003
2228,701347,316312,2004
2229,25445,901119,2003
2230,934473,887137,2003
2231,1005731,1061895,2003
2232,798354,1063167,2003
2233,829608,773136,2003
2234,701319,1114674,2003
2235,883980,740112,2004
2236,1082114,1020871,2003
2237,1067983,719547,2003
2238,889609,913958,2003
2239,110430,48039,2003
2240,895126,320575,2003
2241,1145202,1145202,2003
2242,96223,914139,2003
2243,1033030,1021226,2003
2244,1046568,352183,2003
2245,1024047,1113428,2003
2246,1040161,1161396,2003
2247,857323,873998,2003
2248,1042064,932697,2003
2249,1035267,906829,2003
2250,880804,1081661,2003
2251,1107332,882100,2003
2252,1035513,1041122,2003
2253,890465,727510,2003
2254,317093,3721,2003
2255,1022509,1114040,2003
2256,1067983,1023291,2003
2257,1067983,870213,2003
2258,1019695,1066284,2003
2259,200406,726512,2003
2260,900349,86346,2003
2261,891456,903267,2003
2262,867374,1108507,2003
2263,789388,1095157,2003
2264,92230,37032,2003
2265,700564,1044651,2003
2266,8670,1028751,2003
2267,816284,895051,2005
2268,1011006,1024302,2003
2269,1061692,1048767,2003
2270,854662,912219,2003
2271,1013238,85462,2003
2272,6720,921915,2003
2273,36047,1083087,2003
2274,732412,1086139,2002
2275,1115222,1036584,2003
2276,848551,872443,2003
2277,755933,1022809,2003
2278,1063761,890319,2002
2279,1093691,1094959,2003
2280,1084750,1065910,2002
2281,1051379,885694,2002
2282,101829,1009759,2002
2283,354260,1007021,2002
2284,855876,1003233,2003
2285,773845,1141807,2002
2286,1067092,19617,2002
2287,1047699,95676,2003
2288,1100202,1078099,2002
2289,861878,703598,2003
2290,853273,911577,2003
2291,1103777,917173,2003
2292,1096958,854152,2003
2293,1102112,1095315,2003
2294,935493,712511,2002
2295,1145460,932631,2003
2296,1052100,855711,2002
2297,1033030,1002137,2002
2298,836106,949301,2002
2299,1056239,876884,2002
2300,1057379,1057379,2002
2301,353230,1004990,2003
2302,1051379,1022807,2003
2303,78003,67686,2003
2304,6314,919583,2002
2305,945983,945983,2002
2306,68505,1093802,2002
2307,720154,351506,2003
2308,1017008,922503,2003
2309,889900,751288,2002
2310,791519,735571,2002
2311,940181,1094451,2002
2312,891103,1095357,2003
2313,891103,1098322,2002
2314,73309,779334,2002
2315,769874,925054,2002
2316,1065088,1053676,2002
2317,319256,799288,2002
2318,51143,1093434,2002
2319,1082114,1096958,2002
2320,78128,788885,2002
2321,712757,1167419,2002
2322,1056794,1022225,2002
2323,812703,1112263,2002
2324,849778,1011582,2002
2325,1102238,949961,2003
2326,72903,1013871,2002
2327,1009829,1044010,2002
2328,1099219,898174,2002
2329,1163302,70578,2002
2330,727510,906709,2002
2331,1088244,1176983,2002
2332,65100,1073349,2002
2333,915016,915016,2001
2334,920354,938481,2001
2335,946855,1095691,2001
2336,873591,885259,2002
2337,357301,1075046,2001
2338,1118148,915781,2001
2339,840256,1028918,2001
2340,912093,865415,2001
2341,1095480,1039446,2001
2342,1082114,1086472,2001
2343,1102238,733590,2001
